Komentar,Label
Ikan Israel itu dia 😂😂😂😂,Negatif
jgn lupakan Aligator gar dan peacock bass,Positif
"Jangan hanya pemberantasan ikan kerapu, tpi juga pEmbersihan koruptor gimana ya? Masyarakat yg bisa mengungkap data atau melaporkan koprusi diberi hadiah yg tinggi.",Negatif
"Bukan hewan yang paling berbahaya buat ekosistem lingkungan 
Tapi sampah plastik yang di hasilkan manusia ke lingkungan",Netral
Ikan sapu2..suka.merusak.dingding kolam lama.lama.bendungan.akan.jebol .basmi terus,Negatif
"Ppendapat pribadi,..
Semakin banyak populasi ikan nila di habitat sungai-sungai dekat pemukiman penduduk jauh lebih positif untuk asupan gizi Dan protein gratis,... Ikan sapu-sapu selama ini terbukti hanya membawa dampak merugikan.
Mengembalikan ikan endemik seperti wader kembali menghuni sungai-sungai terutama yang mengalir di daerah pemukiman penduduk adalah utopia yang tidak realistis.",Negatif
"Kenapa banyak orang menganggap ikan sapu-sapu itu hama,, mereka adalah pertanda bahwa kualitas air sungai yang kotor dan tercemar.",Negatif
"Di lombok juga banyak ikan sapu2, setiap kita mancing di sungai jarang dapat ikan, ternyata gara2 ikan ini ya penyebab ikan yang lain minim populasi nya",Negatif
Ikan sapu2 daging nya enak untuk bikin siomay,Negatif
Kenapa gak ditebar predator nya sapu sapu,Negatif
"ini sebenarnya menunjukan bahwa ekosistem di sungai2 di Jakarta sudah tidak sempurna. 
Kok di negara asalnya (Brazil), ikan sapu2 ini tidak menjadi masalah!?!?",Positif
Setuju sekali. Ikan lain pada mati karena polusi. Ikan sapu-sapu bisa bertahan dari polusi. Jadi masalahnya sebenarnya adalah polusinya.,Negatif
"​ solusinya waste management yang baik , sesuatu yang tidak ingin dilakukan pemerintah dan tidak mau dipaksakan kepada pihak2 yang membuang limbah.
Kalau mau bisa aja kok tinggal ditelusuri upstream bakal ketahuan sumber limbahnya dari mana terutama logam berat, cuma perkara mau atau tidak aja ini",Positif
"​​ @audyhudijana1222  karna di negara asalnya ada predator alami Sapu Sapu, di indo gk ada",Netral
"Yang bahaya itu yang buang sampah sembarangan ke sungai , yang buat bangunan di bantaran sungai , yang buang limbah pabrik ke sungai , gak usah lebay berita ikan sapu sapu",Netral
Ikan sapu2 khn pemakan lumut dan kotoran ikan kl di kolam ikan di rmh saya,Negatif
Kalau di ancurin dijadikan pupuk kompos bisa ga mas?,Netral
"Sungai butek, limbah banyak. Emang bisa hidup ikan lain selain sapu-sapu?",Netral
"BUKAN SALAH IKAN SAPU SAPUNYA..
TAPI SALAH PEMBUAT PENCEMARAN AIR..
SEBAB IKAN BIASA ITU BISA HIDUP KALAU AIRNYA ITU JERNIH ATAUPUN BERSIH...
KALI CILIWUNG SUDAH BANYAK TERCEMAR AIRNYA..
MANA BISA IKAN NORMAL HIDUP DISANA...",Positif
Heyy antek2 aseng. 😂,Netral
Minimal beresin dulu th samoah nenumpuk kasih akses warga buar jaga.. Bayar.. Bayar.. Mulu...,Negatif
"Di aquarium gw ikan sapu2 bermanfaat banget buat bersihkan aquarium gw, dan ikan2 yg lain juga gak berdampak buruk....., yg buruk itu kualitas air sungai jakarta bukan ikan sapu2nya.....",Negatif
"Lebih bahaya mana bagi kelangsungan hidup manusia & ekosistem... Ikan sapu2,atau koruptor busuk,laknat + biadab",Negatif
Ikan sapu sapu  bisa dijadikan pupuk atau kompos  loh bisa jade duit loh 😊,Negatif
"mas arif the real influencer,...",Negatif
"Jman sy kecil th 80an ikut ortu merantau di jkt, sering main² disungai di jkt yg msh lengang, dn saat itupun sdh bnyak ikan sapu² di sungai, mgkn skrg sdh jd pnghuni tetap sungai² jkt😂",Positif
pertanyaan dari gus sumbing: kenapa anda terlalu ingin mengembalikan ke ekosistem semula awoakakaka,Negatif
"Ikan pembersih kaca k Lo di daerah saya bilang. Entah bisa dimakan atw tidak, tapi dulu ada yg bilang ikan ini beracun jadi didaerah saya gk mau yg mengkonsumsi.",Negatif
Ikan sapu-sapu kayak Israel,Negatif
"Ikan sapu2 yg disalahin, itu para pejabat korup perusak ekosistem kehidupan bermasyarakat beranak pinak tanpa kontrol, segala ikan sapu2 diurusin...preet..",Negatif
Ikan Waduk Cirata juga tercemar logam berat dari sungai Citarum serta air lindi Pusat Sampah terbesar se Bandung Raya,Netral
sampai jawa.. ikan sabu sabu ini,Negatif
"Itu pemprov DKI berinisiatif membasmi sapu2 malah dikomen sinis 🤣🤣. Padahal daripada dipakai bahan makanan kayak somai, makanan ternak",Negatif
Yg lebih membahayakan itu : koruptor sedang bikin program pengalihan isu agar prakteknya aman tnp ketahuan publik !! Makin lama kok makin bodo sih....,Negatif
Beda spesiesnya.. yg ini ikan sapu2 yg aslinya dari amazon.. beda ama sapu asli sungai indonesia meskipun namanya sama,Negatif
🥹🥹🥹,Positif
mirip israel,Negatif
koruptor lbh bahaya lagi. tapi dibiarin,Netral
"Lebih bahaya memusnahkan ikan sapu sapu apa KORUPTOR.
Ikan sapu sapu dimusnahkan tapi justru ikan koruptor dipelihara,  ... Susah sekali nangkapnya ikan koruptor daripada ikan sapu sapu.  ,... hanya mengalihkan perhatian 😂😂😂🏃🏃🏃",Negatif
pak juliiiii 🫰🏻🫰🏻🫰🏻,Netral
"Contoh nyata ""antek - antek asing""",Netral
semoga gak ada yg lepas liarkan araipama gigas dan piranha,Negatif
.perusak ekosistem sungai itu .bukan ikan sapu sapu.tapi orang yg buang sampah di sungai,Negatif
Invasi. Mengusir penduduk asli. Kaya israel,Negatif
"sama seperti koruptor koruptor di negeri ini, merusak ekosistem juga",Negatif
Yg jadi pertanyaan nya adalah apakah pemerintah daerah yg di lintasi oleh sungai Ciliwung dan sungai Cisadane d sungai lainnya di tebar bibit ikan asli penghuni sungai... Menurut gw si Arif ini sudah ketinggalan informasi & kurang literasi tiba-tiba memberikan informasi ikan sapu-sapu melebihi kapasitasnya di aliran sungai.. gw kecil mulai berenang di kali di daerah kembangan-bojong Rawabuaya 6:00 Jakarta Barat mulai dr tahun 1988.. ikan sapu-sapu dari zaman gw juga udah banyak.. cuma yg jadi masalah adalah pasti di setiap daerah manapun para warga sekitar sungai akan mengambil ikan seperti wader.. ikan  baung.. kijing.. laya.. dll nya.. barulah ini yg menjadi ketimpangan pertumbuhan kurang nya peran pemda yg aktif memperhatikan habitat lingkungan di sungai.. seperti menebar bibit yg memang penghuni asli sungai.. intinya itu uang pajak yg dikumpulkan di kas daerah dikemanakan..? Dan menurut gw Arif itu cuma pansos karena dia masih anak kemarin yg gak punya ilmu pengalaman orang yg lahir lebih dulu daripada dia.. faktanya ikan sapu-sapu banyak dicari oleh orang lalu digunakan sebagai bahan pembuatan siomay..,Netral
Ijin posting ulang,Netral
Napa gak di jala utk d makan yak? Mang ga bisa d amakan?,Netral
Logikanya kebalik. Karena ekosistemnyalah yg rusak ikan ini hidup.,Negatif
Ide yang inspiratif. Pantas dicontoh untuk sungaii sungai lain di Jawa bahkan di Indonesia.,Positif
"Sumpah,,, tdnya saya ngak tau tentang jenis ikan sapu² ini.
Cmn saya sering lihat orang menjala ikan ini dan senang lihatnya karna penjala dapat ikan banyak untuk dijual dan dimakan.
Ternyata saya salah🙏",Netral
"Danau UI waktu gua kecil tahun 2006 udah banyak ikan sapu sapu bjir , cuma dulu masih banyak udang sama ikan ikan lain , ga tau deh sekarang kaya gimana",Netral
"Ikan sapu2 di kali perkotaan kumuh penuh limbah berbahaya itu hama, mengandung radikal bebas, dan perusak permukaan tanah di pinggir kali. Beda dengan ikan sapu2 di sungai jernih di gunung2 itu masih layak konsumsi karena belum tercemar limbah dan masih bergizi.",Negatif
"Sebaiknya ada inofasi ,,,seperti di jadikan pupuk kompis,atau pelet",Positif
BAGUSS VIDEONYAAA❤❤❤,Positif
setuju wkwkwkwk @yttan8897 ,Positif
Tapi klo koruptor dilestarikan,Netral
"semua akan koruptor pada waktunya cuman belum ada kesempatan aja, jadi inget kejadian sopir truk kecelakaan meninggal dunia malah HP dan dompet  juga truk seisinya malah dijarah sama ratusan warga, itu kalau mereka ditanya koruptor di hukum mati setuju gak?, mereka pasti bilang setuju",Netral
Mau di sungai bersih kan tetap aja ikan hama perusak ekosistem alam,Negatif
"Gak ada yg bisa musnahin ikan sapu sapu sampai habis
Seperti hal nya kita juga gak bisa memusnahkan para KORUPTOR",Negatif
Ikan endemik sudah susah hidup di sungai di jkt dan ikan sapu2 mampu bertahan.,Netral
Nih ikan udah Kya yg buka wrung 24 jam😅😅,Negatif
Padahal ikan sapu2 ini cukup berperan besar dalam dalam industri siomay dan otak2 jagat jakarta. Kasihan yaa kita selama ini. 😅😅,Negatif
"jadi ikan lokal kalah sama ikan sapu-sapu, bukan karena dimangsa oleh sapu2, tapi kalau pencemaran air membuat hanya ikan ini yang bertahan, lainnya mati.",Negatif
respect bang Arief,Netral
"Betul , invasif species tu bisa merusak ekosistem asli",Negatif
"kan pu sapu takye, ikan asli madura yang melegenda",Negatif
Hanya ada 1 makhluk yang sangat berbahaya bagi kehidupan makhluk hidup lainnya di dunia. Namanya Bang Jeck yang tinggal di balik Tembok Ratapan Solo 😈,Netral
Disini ikan sapu sapu malah langka 😂,Netral
"Nah gini, kontennya, jangan buat pecah belah",Netral
"Ikan sapu-sapu memang berbahaya, Di dukung juga oleh manusia yang buang sampah di sungai ciliwung ,
kombo maut",Negatif
5:44 anjjjrrrr,Netral
Salut..buat mas...🫡,Netral
"Gak cuma ciliwung, mancing di sungai tabalong (tengah kalimantan) juga banyak itu ikan sapu sapu 🙏",Netral
Manusia sebenarnya puncak perusak ekosistem...😂,Negatif
"U olah jadi pakan bisa buat ayam atau ikan, protein tinggi ikan ini mah.",Positif
"Bahaya lagi manusia membuang sampah di kali, nyetrum",Negatif
"Spesies yang paling berbahaya sebenarnya bukan sapu-sapu, atau ikan lainnya. Melainkan homo sapiens. Sapu-sapu hanyalah korban eksploitasi, ketika mereka menemukan habitat yang lebih luas ketimbang sebatas kotak kaca, mereka dikambing hitamkan karena memenuhi lingkungan barunya.",Netral
Ada berita oknum di sumatra utara malah melepaskan sapu2 ke danau toba dgn tujuan membasmi red devil padahal sama2 ikan invasif😢,Negatif
Ikan sapu sapu ini makan ikan telur lain bahkan juga makan ikan kecil juga,Negatif
Ikan sapu sapu ini makan ikan telur lain bahkan juga makan ikan kecil juga,Netral
" @Katarinahaving  oh jadi bukan cuma makan lumit aja ya, tapi telus ikan lain di mangsa juga",Negatif
Membandingkan 2 hal buruk tidak akan menjadikan salah satunya baik.,Netral
"Ikan sapu sapu ini mengindikasikan kalau sungai itu banyak pencemaran, ini pertanda kalau tugas dinas yg menangani  kebersihan sungai tidak mampu bekerja maksimal...😅",Negatif
Siomay sapu sapu,Negatif
Ayokkkkk viraaalll,Netral
"lapor, selokan mataram yogyakarta juga sudah dipenuhi ikan sapu-sapu",Negatif
Masih jauh lebih sulit membasmi tikus2 berdasi,Negatif
"klo di konoha predator tertingginya tetep londo ireng ^_^.. emangnya klo kalian makan siomay, bakso emangnya itu daging apa kocak?",Netral
"Gw liat berapa berbahaya ikan ini adalah saat dia memakan ikan mas koki gw, sumpah kesel bgt gw otaknya dimana yang buang ikan ini di sungai kita",Negatif
hancur sudah tanah :face-purple-crying:,Negatif
Yang menabur ikan sapu2 ke danau toba apa kabar?,Negatif
yuhuuu,Netral
Jual somay pakai daging ikan enak ini laris banget banyak yang suka❤,Positif
manusia tidak usah berbicara ekosistem karena hanya manusia yang merusak ekosistem,Netral
"Kalau di indo yang merusak polusi bro, gak ada sungai yang gak kemasukan limbah dan sampah. Ikan sapu sapu juga bakal mati",Negatif
Anak muda yg menginspirasi cocom jdi mentri LKH,Netral
Sungai depan plaza Indonesia banyak banget tuh ikan sapu sapunya,Netral
"Ajaibnya, beberapa waktu yg lalu ada sekelompok orang yg dgn sadar sengaja melepas sekarung penuh ikan sapu² di danau toba yg tujuannya menurut mereka buat menekan populasi ikan red devil yg sudah lama jadi hama di danau tersebut. Menarik ditunggu, 3 - 5 tahun ke depan akan seperti apa kondisi perairan   danau toba yg tadinya hanya punya 1 ""musuh"" yaitu red devil skrg tambah 1 ""musuh"" baru ikan sapu².",Negatif
"Di luar habitat aslinya (seperti di sungai-sungai Indonesia), ikan sapu-sapu sering kali menjadi spesies invasif karena jumlah para predator alaminya amat sedikit, yang menyebabkan populasi mereka meledak dan mendominasi ekosistem lokal. Kita, manusia, sebagai predator pemuncak 🤭 mesti aware akan hal ini.",Negatif
survival of the fittest,Negatif
"Ternyata antek-antek asing bukan hanya berbahaya di ranah bisnis dan ekonomi, tapi di bidang perikanan pun ada antek-antek asing yang mengancam keanekaragaman hayati perairan Indonesia. Wahai.... Antek-Antek Asing......

😃🙊🙏",Negatif
"Hati-hatilah lauk ikan pada MBG, curiga ternyata dari Ikan sapu-sapu 🍱😂🐡",Negatif
"Sungai kotor karna limbah yang dibikin manusia, kalau dibersihin juga percuma lihat pandawara baru bersihin sungai tapi warga nya tetap buang sampah sembarangan akhirnya sungai nggk pernah bersih karna nggk ada kesadaran warga untuk buang sampah di tempat seharusnya",Negatif
 @alexhart1810  trus orang yang nyebar ketauan nggk,Negatif
"Harusnya negara ikut campur dlm mengatasi pembasmian ikan sapu2 ini. Kasian rakyat dan lingkungan harus dirugikan. Syg, negara kita tdk ada visi riayah (mengurusi) umat karena politik demokrasi emg hanya mengutamakan kepentingan pribadi. Padahal politik Islam itu visi nya adalah riayah.",Netral
"Ikan sapu-sapu termasuk Omnivora lho! Dulu waktu ayah saya pelihara ikan-ikan Koi di kolam dan berkembang biak, ayah saya taruh juga beberapa ikan sapu-sapu agar bisa bersihkan lumut kolam... ternyata ketahuan bahwa ikan sapu-sapu juga makan telur-telur ikan Koi dan anak-anak ikannya yang masih kecil-kecil, jadinya diambil lagi dari kolam.",Netral
"Herannya masih banyak yg beranggapan memelihara ikan sapu sapu buat bersihin lumut aquarium 😂 
Reka ga sadar ikan sapu sapu ikutan makan makanan ikan hias, makan telur ikan hias, bahkan ada beberapa kasus menempel dan menghisap darah ikan hias",Netral
"Hentikan perburuan anakan berang2,krn hanya berang2 yg memakan ikan sapu2.",Negatif
Ikan sapu2 di sungai keruh dan tercemar pun tetap hidup 😅,Negatif
"Ikan sapu-sapu bisa dimakan? Dari perairan tercemar tidak. Masalah bukan ikan, tetapi pencemaran.",Netral
buruan kang somay jaktim ini haha,Negatif
"kata ikan sapu-sapu: ""kenapa cuma kami yang diburu karena merusak ekosistem, manusia kok engga?""",Netral
"Hmmm, ini mengingatkan saya dengan suatu mahluk yang perlahan menghancurkan bumi..!?",Negatif
"lebih ngerusak red devil jir gw kirain ikan hias ! kolam gw di isi ikan red devil cuma 4 ekor , lama2 malah beranak penuh ma tuh ikan , ikan mujair ma nila hampir pada ilang 😭",Netral
ikan antek antek asing 😂,Negatif
Bisa ngak ya jadi alternatif makan ternak?,Positif
Bagusnya ikan piranha aja.,Netral
Negara tidak hadir lagi,Negatif
Kaviar sapu-sapu enak gak ya 🤔,Netral
Krna buaya sbg predatornya tdk ada. Wajar sapu2 bnyk,Negatif
I*RAEL BANGET,Negatif
"Trus bisa di konsumsi ga ikan  sapu sapunya ??
Kalo bisa ya bolehlah .... Mari mancing sapu sapu",Netral
Lebih bahaya dari jokowi kah?,Negatif
Si Reza kali pak juanaidi keluragnyaa wartawan juga kan? Makanya dibalik² orang sini nama keluarganya pak,Netral
Kmarin di jkt dinas lingkungan udah mulai bantu,Netral
 @hanifahtarisa4717  boro2 negara mau urusan yg bginian pling urusan korupsi tu baru mau  noh duit yg bertumpuk di kmnain buat pajangan doang sma bang wo2,Negatif
"mba mereka mah mana ngurusin manusia lain, yg penting urusan perut sendiri dulu.",Negatif
Belum ada internet jaman itu. Ikan sapu2 itu hama emang. Bahkan gak bisa dimasak karena ikan ini bisa hidup dari habitat air yg tercemar 😂,Negatif
"Bener tuh. Saya dulu tahun 90an melihara sapu-sapu bareng ikan hias dengan harapan dia bersihin lumut aquariumnya. Ternyata sapu sapunya lahap banget makan pelet. Jaman itu di sungai depok pun sapu-sapu udah banyak, dan biasanya dibuang dipinggir sungai sama kang jala ikan.",Positif
"ikan sapu sapu sebenernya gk bersih. iya makan lumut tapi produksi kotorannya malah bertambah, jadi kadar amonia di akuarium meningkat dan filter harus bekerja lebih berat",Negatif
Ikan sapu sapu kalau bertugas jangan disatukan dengan ikan hias. Setelah bersih baru ikan hias dipindah kembali.,Netral
"​ @eps-wae mendingan jangan pelihara, karena gak efektif bersihin lumut. Sekarang beberapa orang dah beralih ke keong tanduk buat bersihin lumut. Lebih efektif dan gak ganggu ikan hias",Negatif
karena dulu jaman TK-SD tau nya begitu 😆😆,Netral
"Ahk ikan sapu2 gw gak gitu, malah dia yg mati duluan dibanding ikan hiasnya",Netral
" @obsanv5787  bener bgt ini.. saya awal tau ikan sapu2 ternyata makanin ikan hias pas niat beli sapu2 hias yg kecil2 di kampung Melayu.. tp sama yg jual di bohongin, dia jual bener kecil2 ikan sapu2nya.. tp ternyata yg di jual itu bibit sapu2 invasif yg di kali Ciliwung. Ga ada sebulan di aquarium,cuma 2 minggu ikan sapu2nya dr segede kelingking bayi.. tau uda gede bgt setelapak tangan dewasa.dan ikan glowfish saya lama lama kok abis ternyata pas saya perhatiin di makan sama sapu2..😵‍💫",Negatif
Masalahnya dikota besar berang berang sudah sangat sedikit. Itu juga jadi salah satu faktor.,Negatif
"Wah baru tau kalau berang2 adalah predator ikan sapu2
Mungkin karena itu juga di Singapura tidak ada masalah ikan sapu2 karena saya masih sering lihat berang2 di sana",Negatif
"Garangan bro.. Hewan sepele yg sering diburu warga karna di anggap hama, padahal dia hewan penting yang bisa menjaga ekosistem.. Dia juga predator alami ular ular berbahaya yg ada di area sawah/hutan",Positif
Sebetulnya yg hama adalah manusia sendiri yg memburu predator alami nya yg di bilang hama perusak sehingga memutus rantai makanan alami,Negatif
 @andikpramono1935  otter?,Netral
 @andikpramono1935  kadang berang berang diburu buat duit,Netral
"walah barutau, seumur2 blm pernah liat di jkt",Netral
 @rexyxjo  belum pernah lihat apa? Kalo otter banyak yang piara,Netral
"selow bro, berang2 nya udah jadi tukang somay",Negatif
"Ikan sapu sapu memakan semua yang ada didasar sungai,, termasuk telor telor ikan lainnya,,,efeknya ikan lain punah,,,,kalaupun misalnya ikan sapu sapu bisa dimakan akan tetapi  daging nya dikit,,lebih banyak tulangnya,,,ngga ekonomis utk dijadikan mata pencaharian",Negatif
Kang somay depok juga.,Netral
"Lucunya, ulah Manusialah yang menyebabkan Sapu-sapu menjadi invasif, sama halnya dengan Tikus.",Negatif
 @Lazzue  termasuk anda dong,Netral
" @Hendriperdana-p7s  iya memang termasuk, kita semua kan manusia, hanya saja manusia pilih-pilih, kalo yang merusak binatang lain ga boleh, tp kalo yang merusak manusia boleh",Netral
" @Hendriperdana-p7s  termasuk lu juga hendra, kita semua",Netral
" @Lazzue  nanti lu gak bisa komentar begini lagi bang, kalau manusia diburu",Negatif
"​ @paulhuda  ya iya, tapi kenyataannya kan engga 😅",Netral
Ikan Sapu-sapu ada yang terancam punah seingatku.,Negatif
 @Lazzue  Betul !!!,Netral
Bisa,Positif
 @wiranata1656  buaya kayknya ga mau makan sapu2,Negatif
" @fdsetianto8253  buaya predator alami ikan sapu sapu bro, karna populasi buatya di perairan sungai/padat penduduk itu hampir gaada, ya populasi ikan sapu sapu ga terkendali",Negatif
"Mentok di sini komen sodara sebangsa gw. Sama komen ""cuan tukang siomay nih"". Silakan aja makan sapu2 bermerkuri, berlimbah",Negatif
Kalo yang dari budidaya itu bisa tapi kalo yang dari sungai itu bahaya karna mengandung polusi,Netral
"​ @MaliQFM 
Kalo dri sungai ya tidak jauh beda macem di pesisir laut kerang hijau kak

Dia si kerang hijau juga menurut yg aku dengar fungsinya juga menetralkan polusi air dan limbah,,,

,jadi kurang sehat dikonsumsi. Kalau pun mau benar benar dicuci bersih dan tau cara mengolah nya

Begitu juga sapu sapu",Positif
"Ya Khan pasti kerjaan keluarganya mereka, dari wa Agus/wa Agus kan  Tante kan Oma ate orang rri jugaadisuruh2 sapu sapu dibalik puas puas, kemarin2nsi Farhan yg disuruh kalo Tante Shanti siapa lagi yg disuruh²...",Negatif
Harusnya setiap pemancingan ikan wajib ada ikan sapu2 penjaga ekosistem,Positif
"Kalau tidak salah ingat, di thailand Ikan sapu sapu  jadi makanan sehari hari.",Positif
"DI NEGARA LAIN DI BUNUH DI BUANG  !! DI INDONESIA DI TANGKAP DI BUAT PEMPEK  MURAH  !
padahal ikan sapu "" predator  di sungai  !! dia bisa bertahan hidup walau air kotor  , dan  air tercemar  !  ikan sapu "" juga lebih tahan di daerah tercemar  pas nanti di jual untuk di produksi   = kita otomatis makan limbah  TOXIC",Negatif
"ada Arief Kamarudin, pasti gw tonton
Yuhuuuu 🎉",Netral
"Semoga semua kita semakin sadar utk tidak sembarang melepaskan ikan ke perairan umum Indonesia, karena dapat merubah struktur komunitas ikan alami, menghilangkan ikan endemik atau bahkan bisa merusak kualitas air....",Negatif
masalah seperti ini mana perduli Prabowo apalagi Gibran….. harus nya ada kebijakan atau regulasi terkait spesies invasif…. yang satu sibuk MBG yang satu nggatau ngapain,Negatif
Bahan baku bwt somay,Negatif
Dikampung ku disebut ikan pembersih kaca,Netral
"ikan sapu sapu memang bahaya guys! tapi jangan sampe kita lupa kalau ada spesies lain yang tidak kalah mengancam dibandingkan ikan sapu sapu, yaitu ikan nila dan ikan red devil. Mereka tuh mengancam ikan-ikan lokal kita seperti wader dan teman-temannya. Memang ga bisa dipungkiri kalau ikan nila adalah salah satu ikan yang paling banyak menjadi bahan makanan di Indonesia, tapi alangkah baiknya kalau ikan ini tetap berada di lingkungan di mana mereka mestinya (tambak/kolam pemeliharaan misalnya) dan jangan sampai keluar ke badan sungai kita. yuk kita sama sama lebih perhatian lagi sama sungai kita. salam dari peneliti wader~",Negatif
 @solihineng  export ke Thailand saja ya?,Netral
Makanya klo beli makanan di restoran.. jgn yg abang2 gerobak ato kaki lima,Netral
"Ada menteri dan pejabat yang lain yang harusnya ngurus masalah ini, jangan dikit dikit presiden Mulu yang disuruh kerja, presiden lagi sibuk kerja juga buat kepentingan negara",Positif
" @Katarinahaving  betul sekali presiden harus mensukeskan MBG, Kopdes dan BOP muantapppp Polll.. joss deh pokoknya namber wan",Netral
betul sekali harusnya ada dana pemberantasan spesies invasif,Negatif
" @alfianprimahesa  ikan nila banyak yang mancing, banyak yang suka, tenang aja, cepat habis sama pemancing, kalo
Ikan sapu sapu mana mau orang makan, dan gak ada yang mancing in",Negatif
Emang nila itu predator?,Netral
" @sunardisunardi5776  nila itu invasif. dia makan segalanya, invasif itu gak harus predator. omnivora pun bisa, belum lagi pertumbuhannya yang cepat dan kuat",Negatif
 @sunardisunardi5776   nila makan telur ikan lain,Negatif
​ @sunardisunardi5776  Ikan nila predator alaminya di Indonesia cuma sedikit (selain manusia),Negatif
"betul.... setuju. sungai belakang saya ga ada sapu2, tp nila mulai datang dan ikan2 lain menghilang",Netral
" @Error404Sound-ai9  Tp ikan nila msh bisa dikonsumsi dan dagingnya enak.. Jd pemancing silakan tangkap sebanyak-banyaknya utk mengendalikan populasi ikan nila.. Ikan nila memang bukan ikan asli Indonesia, nila aslinya dari Afrika..",Netral
"ikan nila gak terlalu bahaya krn ada ""predator"" alaminya: manusia. 😁 red devil jg bisa dikonsumsi, tp nilainya rendah.",Netral
"Nila ikan konsumsi, sapu-sabu bukan
Jadi gak bisa di perbandingkan",Netral
 @alfianprimahesa  sungai dekat rumahku sudah banyak sekali ikan Nila,Netral
"bang, kalo ikan wader bahayanya apa, ya?",Netral
" @nabilanurfauziah-y2o  ikan wader maah gk ada bahaya nya malah enak itu di makan pakai sambel, kalau di jatim biasa nya jadi makanan enak. Sambel wader.",Netral
"Ada yang lebih bahaya lagi dari ikan sapu-sapu , yaitu spesies Koruptor di ngera ini . 🎉😂",Negatif
Nila mahal di tukang pecel calm bos apalagi di rica2 enak wwkwkwwk,Positif
Jgn lupakan aligator gar dan peacock bass,Negatif
jgn lupakan aligator gar dan peacock bass,Negatif
"Tp Nila itu kita biasa makan, jd ga Menumpuk",Positif
" @alfianprimahesa  kalo anda sebut ikan nila itu tempat nya di tambak, anda salah bang , di tambak justru jadi hama, biasanya kalo habis panen pemilik tambak di potas kalo nggk di strum biar ngurangin hama nila",Negatif
"Tapi unggul nya nila itu masih bisa di makan bisa di jual, jadi gak seburuk sapu sapu, dari cara makan pun ikan nila pilih pilih, gak kyak sapu sapu Se adanya di makan seperti logam berat",Negatif
ikan sapu2 memiliki bau yang tidak sedap sekarang ini,negatif
ikan sapu-sapu memiliki bau yang tidak sedap tahun ini,negatif
pleco sekarang banyak dicari warga belakangan ini,positif
ikan sapu sapu sedang ramai dibahas saat ini,netral
pleco mulai dimanfaatkan warga sekitar,positif
pleco menarik untuk dibahas,positif
pleco banyak ditemukan di daerah tertentu,netral
masih banyak warga takut makan pleco,negatif
ikan sapu-sapu menarik untuk dibahas akhir akhir ini,positif
ikan sapu2 berkembang terlalu cepat beberapa minggu terakhir,negatif
ikan sapu-sapu menjadi perhatian masyarakat di daerah saya,netral
ikan sapu sapu memiliki bau yang tidak sedap,negatif
masih banyak warga takut makan ikan sapu2 saat ini,negatif
ikan sapu2 menarik untuk dibahas,positif
ikan sapu2 ditemukan di banyak sungai saat ini,netral
ikan sapu2 menjadi perhatian masyarakat belakangan ini,netral
ikan sapu2 ditemukan di banyak sungai,netral
ikan sapu sapu mulai dimanfaatkan warga sekitar akhir akhir ini,positif
ternyata ikan sapu-sapu memiliki nilai jual tahun ini,positif
pleco sering dianggap hama air,negatif
saya tidak suka melihat pleco,negatif
olahan pleco terlihat lezat,positif
ikan sapu sapu bisa dimanfaatkan masyarakat saat ini,positif
pleco mulai sering ditemukan beberapa minggu terakhir,netral
pleco sering dianggap hama air beberapa minggu terakhir,negatif
saya tidak suka melihat pleco tahun ini,negatif
ikan sapu-sapu bisa jadi makanan alternatif belakangan ini,positif
ikan sapu sapu banyak ditangkap warga beberapa minggu terakhir,netral
ikan sapu-sapu memiliki bau yang tidak sedap beberapa minggu terakhir,negatif
ikan sapu sapu merusak ekosistem sungai beberapa minggu terakhir,negatif
bentuk ikan sapu-sapu terlihat menyeramkan saat ini,negatif
saya tidak suka melihat ikan sapu-sapu akhir akhir ini,negatif
ikan sapu sapu menarik untuk dibahas saat ini,positif
ternyata ikan sapu sapu memiliki nilai jual saat ini,positif
ikan sapu2 menjadi topik pembicaraan warga baru baru ini,netral
ikan sapu sapu menarik untuk dibahas baru baru ini,positif
pleco menjadi topik pembicaraan warga,netral
ternyata ikan sapu sapu enak dimakan,positif
ikan sapu sapu membuat habitat ikan lain terganggu tahun ini,negatif
pleco berasal dari amerika selatan,netral
banyak orang penasaran dengan rasa pleco belakangan ini,positif
saya tidak suka melihat ikan sapu-sapu belakangan ini,negatif
ikan sapu sapu ditemukan di banyak sungai saat ini,netral
ikan sapu sapu sulit dikendalikan populasinya akhir akhir ini,negatif
pleco menarik untuk dibahas belakangan ini,positif
pleco berkembang terlalu cepat akhir akhir ini,negatif
pleco ditemukan di banyak sungai tahun ini,netral
ikan sapu-sapu ditemukan di banyak sungai baru baru ini,netral
saya tidak suka melihat ikan sapu2,negatif
pleco menjadi perhatian masyarakat di daerah saya,netral
masih banyak warga takut makan ikan sapu-sapu tahun ini,negatif
banyak orang penasaran dengan rasa ikan sapu sapu,positif
pleco mulai sering ditemukan baru baru ini,netral
ikan sapu sapu sekarang banyak dicari warga,positif
ikan sapu sapu sulit dikendalikan populasinya belakangan ini,negatif
rasa ikan sapu-sapu ternyata lumayan enak,positif
ikan sapu-sapu mulai sering ditemukan saat ini,netral
pleco mulai dimanfaatkan warga sekitar saat ini,positif
